,orderdate,stockdate,order_number,product_id,customer_key,territorykey,orderlineitem,orderquantity
140,2022-01-02,2021-11-15,SO61333,536,11091,6,2,2
141,2022-01-02,2021-10-12,SO61333,528,11091,6,1,1
142,2022-01-02,2021-09-12,SO61316,536,21187,9,1,3
143,2022-01-02,2021-12-07,SO61316,480,21187,9,2,1
144,2022-01-02,2021-10-19,SO61313,223,11427,8,2,3
145,2022-01-02,2021-12-05,SO61313,220,11427,8,3,1
146,2022-01-02,2021-10-28,SO61313,583,11427,8,1,1
147,2022-01-02,2021-10-09,SO61328,490,11684,1,1,1
148,2022-01-02,2021-10-06,SO61330,529,24394,4,2,2
149,2022-01-02,2021-11-19,SO61330,540,24394,4,1,1
150,2022-01-02,2021-11-17,SO61339,485,14409,4,1,2
151,2022-01-02,2021-10-07,SO61339,472,14409,4,2,1
152,2022-01-02,2021-10-02,SO61352,537,12135,4,1,1
153,2022-01-02,2021-10-16,SO61366,477,14185,7,2,2
154,2022-01-02,2021-12-09,SO61366,479,14185,7,3,2
155,2022-01-02,2021-09-05,SO61366,487,14185,7,4,1
156,2022-01-02,2021-11-24,SO61366,564,14185,7,1,1
157,2022-01-02,2021-10-19,SO61340,478,13737,4,2,3
158,2022-01-02,2021-12-17,SO61340,485,13737,4,1,3
159,2022-01-02,2021-09-04,SO61340,477,13737,4,3,2
160,2022-01-02,2021-10-02,SO61340,480,13737,4,4,2
161,2022-01-02,2021-10-09,SO61324,220,25445,8,2,1
162,2022-01-02,2021-11-29,SO61324,580,25445,8,1,1
163,2022-01-02,2021-09-07,SO61345,528,20135,8,2,3
164,2022-01-02,2021-11-13,SO61345,214,20135,8,3,1
165,2022-01-02,2021-12-06,SO61345,536,20135,8,1,1
166,2022-01-02,2021-12-01,SO61325,466,21683,10,3,3
167,2022-01-02,2021-11-15,SO61325,488,21683,10,2,1
168,2022-01-02,2021-12-05,SO61325,583,21683,10,1,1
169,2022-01-02,2021-11-23,SO61335,476,19864,1,1,1
170,2022-01-02,2021-11-13,SO61347,462,21816,8,2,2
171,2022-01-02,2021-11-05,SO61347,477,21816,8,1,1
172,2022-01-02,2021-11-28,SO61347,490,21816,8,3,1
173,2022-01-02,2021-11-06,SO61323,220,17848,8,2,1
174,2022-01-02,2021-11-08,SO61323,580,17848,8,1,1
175,2022-01-02,2021-10-01,SO61331,480,11262,6,3,2
176,2022-01-02,2021-09-23,SO61331,529,11262,6,2,2
177,2022-01-02,2021-11-16,SO61331,540,11262,6,1,1
178,2022-01-02,2021-09-16,SO61334,480,22239,4,2,2
179,2022-01-02,2021-12-18,SO61334,536,22239,4,1,2
180,2022-01-02,2021-10-28,SO61329,541,27065,4,1,3
181,2022-01-02,2021-11-01,SO61329,530,27065,4,2,2
182,2022-01-02,2021-09-06,SO61329,214,27065,4,3,1
183,2022-01-02,2021-12-11,SO61348,530,23919,7,2,3
184,2022-01-02,2021-11-06,SO61348,462,23919,7,3,2
185,2022-01-02,2021-10-10,SO61348,541,23919,7,1,2
186,2022-01-02,2021-10-21,SO61363,477,29201,4,2,2
187,2022-01-02,2021-09-06,SO61363,479,29201,4,3,2
188,2022-01-02,2021-09-30,SO61363,570,29201,4,1,1
189,2022-01-02,2021-10-02,SO61344,528,17816,7,1,2
190,2022-01-02,2021-09-05,SO61344,536,17816,7,2,2
191,2022-01-02,2021-09-11,SO61344,480,17816,7,3,1
192,2022-01-02,2021-10-24,SO61368,220,11904,9,2,1
193,2022-01-02,2021-12-12,SO61368,576,11904,9,1,1
194,2022-01-02,2021-09-15,SO61371,606,27515,9,1,1
195,2022-01-02,2021-09-23,SO61357,536,14581,1,2,3
196,2022-01-02,2021-09-04,SO61357,462,14581,1,5,2
197,2022-01-02,2021-10-28,SO61357,528,14581,1,3,2
198,2022-01-02,2021-11-21,SO61357,215,14581,1,4,1
199,2022-01-02,2021-11-17,SO61357,587,14581,1,1,1
200,2022-01-02,2021-11-14,SO61326,484,16422,8,2,3
201,2022-01-02,2021-11-27,SO61326,377,16422,8,1,1
202,2022-01-02,2021-09-08,SO61356,590,14580,4,1,1
203,2022-01-02,2021-11-27,SO61354,223,12611,10,1,2
204,2022-01-02,2021-09-16,SO61353,485,16717,6,1,2
205,2022-01-02,2021-09-09,SO61353,214,16717,6,2,1
206,2022-01-02,2021-09-11,SO61353,471,16717,6,3,1
207,2022-01-02,2021-09-13,SO61338,528,16720,4,1,2
208,2022-01-02,2021-11-25,SO61338,215,16720,4,2,1
209,2022-01-02,2021-09-14,SO61336,482,19876,4,2,2
210,2022-01-02,2021-09-05,SO61336,474,19876,4,1,1
211,2022-01-02,2021-09-17,SO61341,485,16300,10,1,2
212,2022-01-02,2021-09-25,SO61341,229,16300,10,2,1
213,2022-01-02,2021-09-26,SO61321,466,14319,9,2,3
214,2022-01-02,2021-11-06,SO61321,235,14319,9,1,1
215,2022-01-02,2021-11-30,SO61350,214,11280,1,3,1
216,2022-01-02,2021-12-14,SO61350,528,11280,1,2,1
217,2022-01-02,2021-10-20,SO61350,537,11280,1,1,1
218,2022-01-02,2021-09-12,SO61314,483,11211,6,1,1
219,2022-01-02,2021-09-22,SO61346,477,16293,10,1,2
220,2022-01-02,2021-12-15,SO61360,528,12041,1,2,2
221,2022-01-02,2021-09-25,SO61360,220,12041,1,4,1
222,2022-01-02,2021-12-17,SO61360,235,12041,1,5,1
223,2022-01-02,2021-09-10,SO61360,358,12041,1,1,1
224,2022-01-02,2021-10-19,SO61360,537,12041,1,3,1
225,2022-01-02,2021-10-04,SO61317,485,17355,9,1,2
226,2022-01-02,2021-10-10,SO61322,480,12371,9,1,3
227,2022-01-02,2021-11-08,SO61322,483,12371,9,2,1
228,2022-01-02,2021-10-20,SO61318,485,18492,9,1,2
229,2022-01-02,2021-09-20,SO61318,215,18492,9,2,1
230,2022-01-02,2021-10-16,SO61327,223,15684,8,2,2
231,2022-01-02,2021-09-05,SO61327,214,15684,8,3,1
232,2022-01-02,2021-11-16,SO61327,358,15684,8,1,1
233,2022-01-03,2021-11-12,SO61400,528,14375,1,1,2
234,2022-01-03,2021-10-12,SO61400,215,14375,1,2,1
235,2022-01-03,2021-11-18,SO61386,480,27609,4,3,2
236,2022-01-03,2021-12-08,SO61386,530,27609,4,2,2
237,2022-01-03,2021-09-20,SO61386,541,27609,4,1,2
238,2022-01-03,2021-12-14,SO61377,223,18199,9,1,2
239,2022-01-03,2021-10-28,SO61373,478,11122,9,1,2
240,2022-01-03,2021-10-19,SO61398,528,23368,6,1,1
241,2022-01-03,2021-11-08,SO61420,223,13122,9,4,2
242,2022-01-03,2021-09-21,SO61420,485,13122,9,2,2
243,2022-01-03,2021-10-04,SO61420,362,13122,9,1,1
244,2022-01-03,2021-09-18,SO61420,487,13122,9,3,1
245,2022-01-03,2021-12-05,SO61419,387,24484,9,1,1
246,2022-01-03,2021-10-25,SO61425,214,13050,9,2,1
247,2022-01-03,2021-10-31,SO61425,579,13050,9,1,1
248,2022-01-03,2021-09-28,SO61376,484,13613,9,1,2
249,2022-01-03,2021-09-27,SO61413,477,11937,1,3,2
250,2022-01-03,2021-10-04,SO61413,478,11937,1,2,2
251,2022-01-03,2021-12-09,SO61413,362,11937,1,1,1
252,2022-01-03,2021-12-03,SO61416,477,17184,8,3,3
253,2022-01-03,2021-11-28,SO61416,479,17184,8,2,2
254,2022-01-03,2021-10-11,SO61416,214,17184,8,4,1
255,2022-01-03,2021-12-13,SO61416,573,17184,8,1,1
256,2022-01-03,2021-11-02,SO61415,485,12782,6,2,2
257,2022-01-03,2021-09-12,SO61415,223,12782,6,4,1
258,2022-01-03,2021-10-15,SO61415,232,12782,6,3,1
259,2022-01-03,2021-10-05,SO61415,356,12782,6,1,1
260,2022-01-03,2021-11-01,SO61394,464,16948,6,4,3
261,2022-01-03,2021-11-09,SO61394,478,16948,6,1,2
262,2022-01-03,2021-10-18,SO61394,215,16948,6,2,1
263,2022-01-03,2021-10-05,SO61394,229,16948,6,3,1
264,2022-01-03,2021-09-30,SO61410,484,14648,4,3,2
265,2022-01-03,2021-09-11,SO61410,485,14648,4,2,2
266,2022-01-03,2021-09-26,SO61410,362,14648,4,1,1
267,2022-01-03,2021-12-10,SO61379,529,16436,7,2,3
268,2022-01-03,2021-12-02,SO61379,220,16436,7,4,1
269,2022-01-03,2021-11-06,SO61379,377,16436,7,1,1
270,2022-01-03,2021-09-29,SO61379,540,16436,7,3,1
271,2022-01-03,2021-11-14,SO61372,484,12139,1,1,2
272,2022-01-03,2021-11-06,SO61404,485,16314,10,1,3
273,2022-01-03,2021-10-13,SO61404,232,16314,10,2,1
274,2022-01-03,2021-10-21,SO61388,535,14265,6,1,3
275,2022-01-03,2021-10-26,SO61388,480,14265,6,2,1
276,2022-01-03,2021-11-10,SO61407,529,20974,7,1,3
277,2022-01-03,2021-12-06,SO61407,480,20974,7,2,2
278,2022-01-03,2021-10-10,SO61407,483,20974,7,3,1
279,2022-01-03,2021-11-15,SO61380,480,15927,8,3,2
280,2022-01-03,2021-12-06,SO61380,362,15927,8,1,1
281,2022-01-03,2021-10-26,SO61380,537,15927,8,2,1
282,2022-01-03,2021-09-21,SO61418,529,24585,9,2,2
283,2022-01-03,2021-11-20,SO61418,539,24585,9,3,2
284,2022-01-03,2021-12-14,SO61418,215,24585,9,4,1
285,2022-01-03,2021-11-22,SO61418,385,24585,9,1,1
286,2022-01-03,2021-11-05,SO61389,540,25194,1,1,1
287,2022-01-03,2021-09-18,SO61409,528,15155,4,3,3
288,2022-01-03,2021-10-11,SO61409,481,15155,4,5,2
289,2022-01-03,2021-09-06,SO61409,485,15155,4,4,2
290,2022-01-03,2021-10-19,SO61409,360,15155,4,1,1
291,2022-01-03,2021-10-18,SO61409,537,15155,4,2,1
292,2022-01-03,2021-10-29,SO61385,480,11262,6,1,2
293,2022-01-03,2021-12-09,SO61385,484,11262,6,2,2
294,2022-01-03,2021-10-02,SO61399,528,15939,1,1,2
295,2022-01-03,2021-10-05,SO61399,215,15939,1,2,1
296,2022-01-03,2021-10-22,SO61387,530,28253,4,1,3
297,2022-01-03,2021-11-29,SO61387,223,28253,4,2,1
298,2022-01-03,2021-10-10,SO61381,362,12623,10,1,1
299,2022-01-03,2021-11-18,SO61381,537,12623,10,2,1
300,2022-01-03,2021-09-23,SO61395,477,17699,1,1,2
301,2022-01-03,2021-12-12,SO61395,484,17699,1,3,2
302,2022-01-03,2021-12-08,SO61395,487,17699,1,2,1
303,2022-01-03,2021-11-14,SO61427,606,27512,9,1,1
304,2022-01-03,2021-12-09,SO61374,215,13046,9,1,1
305,2022-01-03,2021-09-18,SO61382,477,15697,8,4,2
306,2022-01-03,2021-10-22,SO61382,478,15697,8,3,2
307,2022-01-03,2021-10-06,SO61382,485,15697,8,2,2
308,2022-01-03,2021-12-11,SO61382,362,15697,8,1,1
309,2022-01-03,2021-09-14,SO61391,530,16497,6,2,2
310,2022-01-03,2021-11-07,SO61391,541,16497,6,1,2
311,2022-01-03,2021-11-11,SO61401,223,20740,6,2,2
312,2022-01-03,2021-11-11,SO61401,485,20740,6,1,2
313,2022-01-03,2021-10-28,SO61401,226,20740,6,3,1
314,2022-01-03,2021-10-24,SO61375,215,13150,9,1,1
315,2022-01-03,2021-09-29,SO61383,485,14429,10,2,3
316,2022-01-03,2021-12-18,SO61383,356,14429,10,1,1
317,2022-01-03,2021-11-20,SO61383,487,14429,10,3,1
318,2022-01-03,2021-12-02,SO61417,387,17734,9,1,1
319,2022-01-03,2021-10-31,SO61397,477,25002,6,1,2
320,2022-01-03,2021-09-17,SO61414,220,14449,1,2,1
321,2022-01-03,2021-10-12,SO61414,354,14449,1,1,1
322,2022-01-03,2021-11-12,SO61423,529,13559,8,2,2
323,2022-01-03,2021-11-19,SO61423,538,13559,8,3,2
324,2022-01-03,2021-10-25,SO61423,220,13559,8,4,1
325,2022-01-03,2021-09-19,SO61423,606,13559,8,1,1
326,2022-01-03,2021-10-10,SO61426,477,27500,9,3,2
327,2022-01-03,2021-11-24,SO61426,479,27500,9,2,2
328,2022-01-03,2021-10-09,SO61426,214,27500,9,4,1
329,2022-01-03,2021-10-19,SO61426,606,27500,9,1,1
330,2022-01-03,2021-10-03,SO61392,535,26687,1,1,2
331,2022-01-03,2021-12-06,SO61406,528,21522,7,1,2
332,2022-01-03,2021-11-22,SO61406,536,21522,7,2,2
333,2022-01-03,2021-09-30,SO61406,215,21522,7,3,1
334,2022-01-03,2021-11-01,SO61406,488,21522,7,4,1
335,2022-01-03,2021-10-06,SO61412,223,12079,4,6,2
336,2022-01-03,2021-11-04,SO61412,477,12079,4,5,2
337,2022-01-03,2021-11-19,SO61412,478,12079,4,4,2
338,2022-01-03,2021-09-08,SO61412,485,12079,4,3,2
339,2022-01-03,2021-10-24,SO61412,362,12079,4,1,1
340,2022-01-03,2021-11-01,SO61412,488,12079,4,7,1
341,2022-01-03,2021-10-16,SO61412,537,12079,4,2,1
342,2022-01-03,2021-11-15,SO61408,529,26915,10,1,2
343,2022-01-03,2021-09-26,SO61408,487,26915,10,2,1
344,2022-01-03,2021-10-02,SO61378,223,18270,9,1,2
345,2022-01-03,2021-11-21,SO61396,477,25328,6,1,2
346,2022-01-03,2021-11-18,SO61396,220,25328,6,2,1
347,2022-01-03,2021-10-27,SO61396,235,25328,6,3,1
348,2022-01-03,2021-12-02,SO61422,530,12986,6,2,2
349,2022-01-03,2021-10-13,SO61422,220,12986,6,4,1
350,2022-01-03,2021-10-11,SO61422,541,12986,6,3,1
351,2022-01-03,2021-12-14,SO61422,563,12986,6,1,1
352,2022-01-03,2021-09-16,SO61390,541,27458,4,1,2
353,2022-01-03,2021-10-13,SO61390,220,27458,4,3,1
354,2022-01-03,2021-10-27,SO61390,530,27458,4,2,1
355,2022-01-03,2021-09-20,SO61384,529,11086,4,1,3
356,2022-01-03,2021-11-13,SO61384,232,11086,4,2,1
357,2022-01-03,2021-12-07,SO61402,466,14254,4,3,3
358,2022-01-03,2021-12-15,SO61402,485,14254,4,1,2
359,2022-01-03,2021-09-26,SO61402,220,14254,4,2,1
360,2022-01-03,2021-12-06,SO61393,529,16085,6,2,3
361,2022-01-03,2021-11-26,SO61393,214,16085,6,3,1
362,2022-01-03,2021-12-08,SO61393,540,16085,6,1,1
363,2022-01-03,2021-10-03,SO61424,220,22674,8,2,1
364,2022-01-03,2021-10-17,SO61424,606,22674,8,1,1
365,2022-01-03,2021-10-13,SO61405,484,16943,8,3,2
366,2022-01-03,2021-12-04,SO61405,528,16943,8,2,2
367,2022-01-03,2021-12-02,SO61405,535,16943,8,1,2
368,2022-01-03,2021-11-12,SO61421,223,13284,6,1,2
369,2022-01-03,2021-10-07,SO61421,576,13284,6,2,1
370,2022-01-03,2021-11-11,SO61403,528,14942,7,1,2
371,2022-01-04,2021-09-11,SO61460,528,15442,7,1,2
372,2022-01-04,2021-10-23,SO61460,535,15442,7,2,2
373,2022-01-04,2021-09-27,SO61460,473,15442,7,3,1
374,2022-01-04,2021-11-04,SO61435,223,17250,9,2,2
375,2022-01-04,2021-12-07,SO61435,488,17250,9,1,1
376,2022-01-04,2021-10-20,SO61455,466,11215,6,2,2
377,2022-01-04,2021-11-16,SO61455,474,11215,6,1,1
378,2022-01-04,2021-09-21,SO61453,477,15572,6,1,2
379,2022-01-04,2021-10-04,SO61453,478,15572,6,2,2
380,2022-01-04,2021-10-04,SO61453,215,15572,6,3,1
381,2022-01-04,2021-12-08,SO61475,220,13366,6,2,1
382,2022-01-04,2021-11-28,SO61475,562,13366,6,1,1
383,2022-01-04,2021-09-09,SO61436,477,16016,9,3,2
384,2022-01-04,2021-11-26,SO61436,479,16016,9,4,2
385,2022-01-04,2021-11-17,SO61436,530,16016,9,1,2
386,2022-01-04,2021-12-11,SO61436,541,16016,9,2,2
387,2022-01-04,2021-10-19,SO61469,560,16424,7,1,1
388,2022-01-04,2021-11-09,SO61471,462,17730,9,4,2
389,2022-01-04,2021-11-28,SO61471,529,17730,9,3,2
390,2022-01-04,2021-10-11,SO61471,389,17730,9,1,1
391,2022-01-04,2021-10-16,SO61471,539,17730,9,2,1
392,2022-01-04,2021-09-10,SO61432,536,16710,9,1,3
393,2022-01-04,2021-10-08,SO61432,480,16710,9,3,2
394,2022-01-04,2021-10-26,SO61432,528,16710,9,2,2
395,2022-01-04,2021-12-13,SO61446,462,16506,6,3,1
396,2022-01-04,2021-12-02,SO61446,529,16506,6,2,1
397,2022-01-04,2021-11-26,SO61446,540,16506,6,1,1
398,2022-01-04,2021-10-22,SO61444,480,11125,9,3,2
399,2022-01-04,2021-09-14,SO61444,528,11125,9,2,2
400,2022-01-04,2021-10-10,SO61444,535,11125,9,1,2
401,2022-01-04,2021-09-22,SO61452,480,13144,6,2,2
402,2022-01-04,2021-11-05,SO61452,536,13144,6,1,2
403,2022-01-04,2021-12-15,SO61458,480,25157,6,2,1
404,2022-01-04,2021-09-17,SO61458,528,25157,6,1,1
405,2022-01-04,2021-11-04,SO61464,485,13229,1,1,2
406,2022-01-04,2021-10-20,SO61466,480,14464,4,3,3
407,2022-01-04,2021-11-07,SO61466,354,14464,4,1,1
408,2022-01-04,2021-10-04,SO61466,537,14464,4,2,1
409,2022-01-04,2021-10-08,SO61478,481,20394,1,3,2
410,2022-01-04,2021-12-09,SO61478,529,20394,1,2,2
411,2022-01-04,2021-10-03,SO61478,539,20394,1,4,2
412,2022-01-04,2021-10-03,SO61478,385,20394,1,1,1
413,2022-01-04,2021-12-09,SO61445,480,18314,6,2,2
414,2022-01-04,2021-12-18,SO61445,538,18314,6,1,2
415,2022-01-04,2021-10-24,SO61442,362,15700,7,1,1
416,2022-01-04,2021-10-24,SO61442,537,15700,7,2,1
417,2022-01-04,2021-09-13,SO61454,477,14265,6,1,2
418,2022-01-04,2021-09-22,SO61454,478,14265,6,2,2
419,2022-01-04,2021-09-20,SO61454,487,14265,6,3,1
420,2022-01-04,2021-12-05,SO61443,490,11078,6,1,1
421,2022-01-04,2021-09-09,SO61433,480,16625,9,3,2
422,2022-01-04,2021-12-01,SO61433,484,16625,9,4,2
423,2022-01-04,2021-09-20,SO61433,528,16625,9,2,2
424,2022-01-04,2021-12-05,SO61433,536,16625,9,1,2
425,2022-01-04,2021-11-09,SO61465,223,19719,4,4,3
426,2022-01-04,2021-10-19,SO61465,485,19719,4,2,2
427,2022-01-04,2021-11-21,SO61465,220,19719,4,3,1
428,2022-01-04,2021-12-08,SO61465,490,19719,4,5,1
429,2022-01-04,2021-10-30,SO61465,598,19719,4,1,1
430,2022-01-04,2021-11-29,SO61434,223,23646,9,2,2
431,2022-01-04,2021-12-15,SO61434,477,23646,9,1,2
432,2022-01-04,2021-09-06,SO61473,478,13135,9,2,2
433,2022-01-04,2021-10-03,SO61473,358,13135,9,1,1
