freq,qty_sum,n_products,revenue_sum,avg_price,avg_margin,returns_total,age,annual_income,number_dependents,education_level,occupation,marital_status,homeowner,orders_2020,orders_2021,orders_trend,value_per_order,returns_rate,margin_x_returns
1,3,2,2071.0782,1035.5391,0.5431720006663312,124.0,67,70000.0,4.0,High School,Professional,S,Y,0.0,1.0,1.0,2071.0782,1.0,0.0
1,7,4,2406.6942000000004,601.6735500000001,0.4925960751117475,479.0,86,100000.0,2.0,Graduate Degree,Management,M,Y,0.0,1.0,1.0,2406.6942000000004,1.0,0.0
1,10,4,2123.6796000000004,353.94660000000005,0.5983835958280702,749.0,60,100000.0,1.0,Partial College,Professional,M,Y,1.0,0.0,-1.0,2123.6796000000004,1.0,0.0
1,9,3,52.260000000000005,10.452000000000002,0.6259916969309799,728.0,79,130000.0,2.0,Bachelors,Management,S,N,0.0,1.0,1.0,52.260000000000005,1.0,0.0
1,4,2,14.98,7.49,0.625993989981966,422.0,46,40000.0,0.0,High School,Skilled Manual,S,Y,0.0,0.0,0.0,14.98,1.0,0.0
1,9,3,85.48,42.74,0.6260004549590538,224.0,62,60000.0,1.0,Partial College,Skilled Manual,M,Y,1.0,0.0,-1.0,85.48,1.0,0.0
1,18,4,148.5742,18.571775,0.5902459460275146,805.0,57,10000.0,4.0,Partial High School,Manual,S,Y,0.0,0.0,0.0,148.5742,1.0,0.0
1,5,4,764.9742,191.24355,0.4925960603826603,469.0,63,80000.0,4.0,Graduate Degree,Professional,S,N,1.0,0.0,-1.0,764.9742,1.0,0.0
1,3,1,1619.97,539.99,0.3636000666679012,99.0,59,70000.0,0.0,Bachelors,Professional,S,Y,0.0,0.0,0.0,1619.97,1.0,0.0
1,12,4,127.6143,25.52286,0.6028997303989445,399.0,64,80000.0,5.0,Graduate Degree,Management,S,Y,1.0,0.0,-1.0,127.6143,1.0,0.0
1,8,4,553.97,184.65666666666667,0.538529200415876,456.0,67,30000.0,1.0,High School,Clerical,M,N,0.0,0.0,0.0,553.97,1.0,0.0
1,5,2,6837.6042,1367.52084,0.419380025848158,142.0,57,70000.0,0.0,Bachelors,Professional,S,N,0.0,1.0,1.0,6837.6042,1.0,0.0
1,10,5,2257.0138,322.4305428571429,0.3917611187301869,604.0,79,130000.0,2.0,Bachelors,Management,M,Y,1.0,0.0,-1.0,2257.0138,1.0,0.0
1,13,4,247.5943,30.9492875,0.4630608581530392,578.0,71,60000.0,2.0,Partial College,Professional,M,Y,0.0,0.0,0.0,247.5943,1.0,0.0
1,3,2,2392.7142000000003,1196.3571000000002,0.3591983829336316,98.0,71,60000.0,2.0,Partial College,Professional,M,Y,0.0,0.0,0.0,2392.7142000000003,1.0,0.0
1,3,2,57.1923,28.59615,0.6149998365021676,132.0,52,80000.0,4.0,Graduate Degree,Management,M,Y,0.0,1.0,1.0,57.1923,1.0,0.0
1,5,4,2168.2224,542.0556,0.5887110114792176,233.0,70,70000.0,4.0,Partial College,Professional,S,Y,1.0,0.0,-1.0,2168.2224,1.0,0.0
1,2,1,2.29,2.29,0.6259825327510917,171.0,51,100000.0,0.0,High School,Management,M,Y,0.0,0.0,0.0,2.29,1.0,0.0
1,14,3,113.93,16.275714285714283,0.6259953573116886,626.0,69,160000.0,2.0,Bachelors,Management,M,Y,0.0,0.0,0.0,113.93,1.0,0.0
1,3,2,38.6342,19.3171,0.6342460142760717,379.0,71,10000.0,4.0,High School,Manual,M,N,0.0,0.0,0.0,38.6342,1.0,0.0
1,2,1,2.29,2.29,0.6259825327510917,171.0,59,60000.0,3.0,Bachelors,Professional,S,N,0.0,2.0,2.0,2.29,1.0,0.0
1,5,3,2213.3996,737.7998666666667,0.5707813334105433,131.0,54,80000.0,0.0,Bachelors,Management,M,N,0.0,1.0,1.0,2213.3996,1.0,0.0
1,6,3,2118.7024,353.1170666666667,0.5514215679993814,186.0,53,50000.0,2.0,Bachelors,Skilled Manual,M,Y,1.0,0.0,-1.0,2118.7024,1.0,0.0
1,8,4,898.29,128.32714285714286,0.5434635956337432,359.0,54,40000.0,0.0,Graduate Degree,Clerical,M,Y,0.0,1.0,1.0,898.29,1.0,0.0
1,8,3,1825.6243,365.12486,0.4712197812849055,109.0,84,10000.0,2.0,Bachelors,Clerical,S,Y,0.0,1.0,1.0,1825.6243,1.0,0.0
1,10,5,98.5942,14.084885714285717,0.6283519966359925,1087.0,47,40000.0,0.0,High School,Skilled Manual,M,Y,0.0,1.0,1.0,98.5942,1.0,0.0
1,7,2,49.97,12.4925,0.625993987975952,557.0,66,40000.0,1.0,Partial College,Clerical,M,Y,0.0,0.0,0.0,49.97,1.0,0.0
3,23,6,260.4842,23.680381818181814,0.6274975675891125,965.0,58,80000.0,4.0,Bachelors,Management,M,Y,0.0,0.0,0.0,86.82806666666666,1.0,0.0
1,1,1,2049.0982,2049.0982,0.4603430914145549,36.0,49,90000.0,0.0,Bachelors,Professional,M,N,0.0,1.0,1.0,2049.0982,1.0,0.0
1,7,2,48.6142,12.15355,0.6301189991220039,563.0,75,120000.0,5.0,Partial High School,Professional,M,Y,0.0,0.0,0.0,48.6142,1.0,0.0
1,6,1,0.0,35.39,0.5874996284201274,222.0,51,20000.0,0.0,Partial High School,Manual,S,Y,0.0,0.0,0.0,0.0,1.0,0.0
1,2,2,70.0473,35.02365,0.4830006421965311,106.0,78,70000.0,4.0,Bachelors,Management,S,Y,0.0,0.0,0.0,70.0473,1.0,0.0
1,6,3,553.97,184.65666666666667,0.538529200415876,404.0,43,20000.0,4.0,High School,Manual,S,Y,0.0,0.0,0.0,553.97,1.0,0.0
1,2,2,85.48,42.74,0.6260004549590538,104.0,79,170000.0,2.0,Graduate Degree,Management,M,Y,0.0,0.0,0.0,85.48,1.0,0.0
1,7,2,21.98,21.98,0.6260009099181074,211.0,67,70000.0,4.0,High School,Professional,S,Y,0.0,1.0,1.0,21.98,1.0,0.0
1,15,4,1712.21,190.2455555555556,0.4685545415384277,646.0,57,110000.0,3.0,Bachelors,Management,S,Y,0.0,0.0,0.0,1712.21,1.0,0.0
2,10,4,93.6042,15.600699999999998,0.6287453320806685,772.0,63,60000.0,4.0,Graduate Degree,Skilled Manual,M,Y,0.0,0.0,0.0,46.8021,1.0,0.0
1,3,2,44.98,22.49,0.6259974264061146,239.0,59,110000.0,4.0,Bachelors,Management,M,Y,0.0,0.0,0.0,44.98,1.0,0.0
1,3,2,70.0473,35.02365,0.4830006421965311,106.0,74,60000.0,2.0,Partial College,Professional,S,Y,0.0,0.0,0.0,70.0473,1.0,0.0
1,1,1,2071.4196,2071.4196,0.4603430903135222,24.0,56,100000.0,0.0,Bachelors,Professional,S,Y,0.0,2.0,2.0,2071.4196,1.0,0.0
2,13,5,240.9573,30.1196625,0.5902472695239843,934.0,58,80000.0,4.0,Bachelors,Management,S,Y,0.0,0.0,0.0,120.47865,1.0,0.0
1,9,4,2134.0582,355.67636666666664,0.5983863166890994,688.0,63,90000.0,1.0,Bachelors,Professional,S,Y,1.0,0.0,-1.0,2134.0582,1.0,0.0
1,23,5,660.5943,82.5742875,0.590118203580735,911.0,57,90000.0,5.0,Partial College,Professional,S,Y,0.0,0.0,0.0,660.5943,1.0,0.0
1,4,2,63.5,63.5,0.6260000000000001,49.0,44,70000.0,0.0,Partial College,Skilled Manual,M,Y,0.0,0.0,0.0,63.5,1.0,0.0
1,13,4,32.24,5.373333333333334,0.6259910774364719,1070.0,60,80000.0,5.0,Partial College,Professional,M,Y,0.0,0.0,0.0,32.24,1.0,0.0
1,5,2,14.98,7.49,0.625993989981966,422.0,83,100000.0,2.0,Graduate Degree,Management,M,Y,0.0,2.0,2.0,14.98,1.0,0.0
1,6,3,6885.6715,1147.6119166666667,0.4061500839526242,157.0,61,40000.0,4.0,High School,Skilled Manual,S,Y,0.0,0.0,0.0,6885.6715,1.0,0.0
1,9,2,88.25,17.65,0.6259825327510917,443.0,64,110000.0,5.0,Bachelors,Management,S,Y,0.0,0.0,0.0,88.25,1.0,0.0
1,13,3,138.5842,19.797742857142858,0.628353142164891,698.0,57,60000.0,3.0,Bachelors,Professional,M,Y,0.0,0.0,0.0,138.5842,1.0,0.0
1,1,1,1000.4375,1000.4375,0.3946156556506529,12.0,49,60000.0,0.0,Partial College,Skilled Manual,S,Y,0.0,0.0,0.0,1000.4375,1.0,0.0
1,3,2,38.6342,19.3171,0.6342460142760717,177.0,83,30000.0,2.0,Partial College,Clerical,S,N,0.0,0.0,0.0,38.6342,1.0,0.0
1,3,3,2147.3896,715.7965333333333,0.4387813334105432,145.0,54,60000.0,2.0,Bachelors,Professional,S,N,1.0,1.0,0.0,2147.3896,1.0,0.0
1,2,2,1754.98,877.49,0.2968000105820728,26.0,47,70000.0,0.0,Bachelors,Professional,M,Y,0.0,1.0,1.0,1754.98,1.0,0.0
2,14,4,137.5,19.642857142857142,0.6259944377383436,605.0,46,40000.0,0.0,High School,Skilled Manual,S,N,0.0,2.0,2.0,68.75,1.0,0.0
1,5,4,2121.3896,530.3474,0.5845824817734218,553.0,55,40000.0,0.0,Bachelors,Clerical,M,Y,0.0,1.0,1.0,2121.3896,1.0,0.0
2,5,3,23.97,7.989999999999999,0.6259945101919077,436.0,67,70000.0,4.0,High School,Professional,M,Y,0.0,1.0,1.0,11.985,1.0,0.0
1,5,4,1023.0617,255.765425,0.530661431804527,485.0,50,60000.0,1.0,Graduate Degree,Skilled Manual,M,Y,0.0,0.0,0.0,1023.0617,1.0,0.0
1,10,5,773.9300000000001,110.56142857142858,0.544922533202063,585.0,82,70000.0,5.0,Graduate Degree,Management,M,Y,0.0,0.0,0.0,773.9300000000001,1.0,0.0
1,2,2,1035.4275,517.71375,0.5103072562334431,118.0,58,70000.0,0.0,Bachelors,Professional,S,Y,0.0,1.0,1.0,1035.4275,1.0,0.0
2,11,3,92.26,23.065,0.6259946328543284,354.0,55,80000.0,5.0,Graduate Degree,Management,M,Y,0.0,0.0,0.0,46.13,1.0,0.0
1,1,1,2181.5625,2181.5625,0.3946156481879387,14.0,48,20000.0,0.0,Partial High School,Manual,S,N,1.0,0.0,-1.0,2181.5625,1.0,0.0
1,2,1,3.99,3.99,0.6259899749373433,104.0,73,130000.0,4.0,High School,Management,M,N,0.0,0.0,0.0,3.99,1.0,0.0
1,2,1,2.29,2.29,0.6259825327510917,171.0,69,70000.0,3.0,Graduate Degree,Management,S,N,0.0,1.0,1.0,2.29,1.0,0.0
1,5,3,198.56,39.712,0.3883979949874687,234.0,48,100000.0,0.0,High School,Management,M,Y,0.0,1.0,1.0,198.56,1.0,0.0
1,16,3,48.6142,12.15355,0.6301189991220039,807.0,83,60000.0,3.0,Graduate Degree,Management,S,Y,0.0,0.0,0.0,48.6142,1.0,0.0
1,16,4,147.2284,18.40355,0.5923085944985114,803.0,87,20000.0,1.0,Graduate Degree,Clerical,M,Y,0.0,0.0,0.0,147.2284,1.0,0.0
1,10,2,89.94999999999999,17.99,0.6259899749373433,376.0,46,20000.0,0.0,High School,Manual,S,N,0.0,0.0,0.0,89.94999999999999,1.0,0.0
1,5,3,214.1919,53.547975,0.4115001379786623,110.0,55,60000.0,0.0,Graduate Degree,Professional,M,N,0.0,0.0,0.0,214.1919,1.0,0.0
1,18,2,125.93,17.99,0.625998666222074,199.0,65,110000.0,2.0,Partial College,Professional,M,Y,0.0,0.0,0.0,125.93,1.0,0.0
1,6,1,14.97,4.99,0.6259919839679359,477.0,44,40000.0,0.0,High School,Skilled Manual,M,Y,0.0,0.0,0.0,14.97,1.0,0.0
1,6,4,95.3457,23.836425,0.4871222909652381,513.0,73,30000.0,4.0,High School,Professional,S,N,0.0,0.0,0.0,95.3457,1.0,0.0
1,6,1,0.0,35.39,0.5874996284201274,222.0,82,30000.0,2.0,Partial College,Clerical,M,N,0.0,0.0,0.0,0.0,1.0,0.0
1,4,3,78.48,26.16,0.6259959933213106,426.0,55,110000.0,0.0,Graduate Degree,Management,S,Y,0.0,0.0,0.0,78.48,1.0,0.0
1,1,1,1700.99,1700.99,0.3636000211641456,15.0,76,30000.0,2.0,Partial College,Clerical,S,Y,0.0,1.0,1.0,1700.99,1.0,0.0
1,3,1,144.20190000000002,48.06730000000001,0.3400003744749549,66.0,48,80000.0,0.0,Bachelors,Professional,S,N,0.0,1.0,1.0,144.20190000000002,1.0,0.0
1,5,3,571.96,190.6533333333333,0.5688229468598535,229.0,67,10000.0,2.0,Partial College,Manual,M,Y,0.0,1.0,1.0,571.96,1.0,0.0
1,8,3,169.97,33.994,0.6259951903807616,576.0,76,60000.0,5.0,Bachelors,Management,M,Y,0.0,1.0,1.0,169.97,1.0,0.0
1,8,5,153.6615,21.95164285714285,0.5874967544115826,749.0,53,70000.0,5.0,Graduate Degree,Professional,S,Y,0.0,1.0,1.0,153.6615,1.0,0.0
1,3,2,36.59,18.295,0.6259949874686717,156.0,86,40000.0,2.0,Bachelors,Management,M,Y,0.0,0.0,0.0,36.59,1.0,0.0
1,2,1,4.99,4.99,0.6259919839679359,293.0,57,90000.0,5.0,Partial College,Professional,S,N,0.0,0.0,0.0,4.99,1.0,0.0
1,1,1,1000.4375,1000.4375,0.3946156556506529,7.0,61,60000.0,1.0,Partial College,Skilled Manual,S,N,0.0,1.0,1.0,1000.4375,1.0,0.0
1,6,4,2097.7224,524.4306,0.5887077789906736,541.0,64,130000.0,2.0,Bachelors,Management,M,N,0.0,2.0,2.0,2097.7224,1.0,0.0
1,4,3,70.2342,23.4114,0.6314966731738504,242.0,45,60000.0,0.0,Partial College,Skilled Manual,S,Y,0.0,0.0,0.0,70.2342,1.0,0.0
1,14,3,17.26,4.315,0.6259896211637248,870.0,50,80000.0,0.0,Bachelors,Professional,S,Y,0.0,0.0,0.0,17.26,1.0,0.0
1,2,1,21.98,21.98,0.6260009099181074,91.0,74,60000.0,2.0,Partial College,Professional,S,Y,0.0,0.0,0.0,21.98,1.0,0.0
1,5,3,165.28,55.09333333333333,0.625990835896145,286.0,76,70000.0,3.0,Bachelors,Management,M,N,0.0,1.0,1.0,165.28,1.0,0.0
1,10,3,139.93,19.99,0.6259958296266089,722.0,58,30000.0,2.0,Partial College,Clerical,S,Y,0.0,0.0,0.0,139.93,1.0,0.0
1,4,2,2236.3896,559.0974,0.5845852270246436,174.0,58,70000.0,0.0,Bachelors,Professional,S,Y,0.0,2.0,2.0,2236.3896,1.0,0.0
1,4,3,2125.0682,708.3560666666666,0.4387813337775541,157.0,67,130000.0,3.0,Partial College,Professional,M,Y,0.0,1.0,1.0,2125.0682,1.0,0.0
1,4,2,13.6342,6.8171,0.4829943724008949,152.0,59,160000.0,1.0,Bachelors,Management,S,N,0.0,0.0,0.0,13.6342,1.0,0.0
1,3,1,21.98,21.98,0.6260009099181074,91.0,58,80000.0,4.0,Partial College,Professional,S,Y,0.0,0.0,0.0,21.98,1.0,0.0
1,7,2,6965.93,995.1328571428572,0.3063428692366546,134.0,54,40000.0,0.0,Graduate Degree,Clerical,S,Y,0.0,0.0,0.0,6965.93,1.0,0.0
1,4,3,2092.7324,697.5774666666666,0.5762797106649196,258.0,68,130000.0,3.0,High School,Professional,M,Y,0.0,1.0,1.0,2092.7324,1.0,0.0
1,19,5,128.5642,14.28491111111111,0.5942174101519795,1117.0,77,130000.0,4.0,Partial College,Professional,M,Y,0.0,0.0,0.0,128.5642,1.0,0.0
1,4,3,2446.7042,815.5680666666667,0.3161322552890878,117.0,60,70000.0,1.0,Bachelors,Professional,S,N,1.0,0.0,-1.0,2446.7042,1.0,0.0
1,8,1,115.96,28.99,0.5874996284201274,180.0,56,80000.0,3.0,Bachelors,Skilled Manual,M,Y,0.0,0.0,0.0,115.96,1.0,0.0
1,16,5,79.2384,13.2064,0.5810789445399961,981.0,50,30000.0,0.0,High School,Manual,S,Y,0.0,0.0,0.0,79.2384,1.0,0.0
1,4,3,2198.5025,732.8341666666665,0.5488703995999099,155.0,51,100000.0,0.0,High School,Management,M,Y,1.0,0.0,-1.0,2198.5025,1.0,0.0
1,2,2,33.6442,33.6442,0.6425000445842077,114.0,48,40000.0,1.0,Bachelors,Skilled Manual,M,Y,0.0,0.0,0.0,33.6442,1.0,0.0
1,11,3,84.96000000000001,16.992,0.6259949617440081,667.0,45,40000.0,0.0,High School,Skilled Manual,M,N,0.0,1.0,1.0,84.96000000000001,1.0,0.0
2,20,7,227.6315,22.76315,0.5306626593428183,885.0,74,40000.0,2.0,High School,Professional,M,Y,0.0,2.0,2.0,113.81575,1.0,0.0
1,7,3,1797.8161,256.8308714285714,0.393328766858968,273.0,45,10000.0,0.0,High School,Manual,S,Y,0.0,1.0,1.0,1797.8161,1.0,0.0
1,1,1,4.99,4.99,0.6259919839679359,293.0,47,40000.0,0.0,High School,Skilled Manual,S,N,0.0,0.0,0.0,4.99,1.0,0.0
1,4,2,14.98,7.49,0.625993989981966,422.0,70,60000.0,2.0,High School,Professional,M,Y,0.0,0.0,0.0,14.98,1.0,0.0
1,1,1,0.0,35.39,0.5874996284201274,6.0,53,110000.0,1.0,Graduate Degree,Management,M,N,1.0,1.0,0.0,0.0,1.0,0.0
2,10,3,152.6042,30.52084,0.4895985519000151,248.0,51,100000.0,0.0,High School,Management,M,Y,0.0,0.0,0.0,76.3021,1.0,0.0
1,10,3,25.21,5.042,0.6259916969309799,696.0,67,70000.0,4.0,High School,Professional,M,Y,0.0,0.0,0.0,25.21,1.0,0.0
1,7,4,2066.3682,516.59205,0.5845784010323947,626.0,62,160000.0,1.0,Partial College,Professional,M,Y,0.0,1.0,1.0,2066.3682,1.0,0.0
1,4,3,1042.7259,347.5753,0.4912484027090308,185.0,60,40000.0,1.0,Bachelors,Skilled Manual,M,Y,0.0,0.0,0.0,1042.7259,1.0,0.0
1,3,2,2073.7096,1036.8548,0.5431628115323069,195.0,66,80000.0,3.0,Partial College,Professional,S,Y,0.0,0.0,0.0,2073.7096,1.0,0.0
1,2,2,1035.4275,517.71375,0.6259988568162332,126.0,64,100000.0,4.0,Bachelors,Management,S,Y,0.0,1.0,1.0,1035.4275,1.0,0.0
1,10,2,49.96,12.49,0.6259937021800102,587.0,56,60000.0,0.0,Graduate Degree,Skilled Manual,M,N,0.0,0.0,0.0,49.96,1.0,0.0
1,4,3,70.2342,23.4114,0.6314966731738504,264.0,56,110000.0,0.0,Graduate Degree,Management,M,Y,0.0,0.0,0.0,70.2342,1.0,0.0
1,3,3,48.6242,16.208066666666667,0.6314960081827131,508.0,50,10000.0,0.0,Partial High School,Manual,S,N,0.0,0.0,0.0,48.6242,1.0,0.0
1,2,2,573.6342,286.8171,0.5030500556260544,108.0,58,20000.0,3.0,High School,Manual,S,N,0.0,0.0,0.0,573.6342,1.0,0.0
1,3,1,4.99,4.99,0.6259919839679359,69.0,55,70000.0,5.0,Bachelors,Professional,S,Y,0.0,0.0,0.0,4.99,1.0,0.0
1,2,1,21.98,21.98,0.6260009099181074,91.0,58,80000.0,4.0,Bachelors,Management,M,Y,0.0,0.0,0.0,21.98,1.0,0.0
1,2,2,118.0573,59.02865,0.4829999014823696,54.0,72,40000.0,2.0,Partial High School,Skilled Manual,M,Y,0.0,0.0,0.0,118.0573,1.0,0.0
1,2,1,9.99,9.99,0.625995995995996,129.0,65,30000.0,2.0,High School,Skilled Manual,M,N,0.0,0.0,0.0,9.99,1.0,0.0
1,7,3,17.27,5.756666666666667,0.6259901709050079,593.0,88,60000.0,2.0,Graduate Degree,Management,M,Y,0.0,0.0,0.0,17.27,1.0,0.0
1,1,1,539.99,539.99,0.3636000666679012,18.0,50,40000.0,1.0,Bachelors,Skilled Manual,M,Y,0.0,2.0,2.0,539.99,1.0,0.0
1,2,2,573.6342,286.8171,0.5030500556260544,108.0,46,10000.0,1.0,High School,Manual,S,Y,0.0,1.0,1.0,573.6342,1.0,0.0
1,8,3,83.6142,16.722839999999998,0.629295199297603,665.0,70,70000.0,4.0,Partial College,Professional,M,Y,0.0,0.0,0.0,83.6142,1.0,0.0
1,7,2,49.97,12.4925,0.625993987975952,557.0,45,30000.0,0.0,Partial High School,Clerical,S,N,0.0,0.0,0.0,49.97,1.0,0.0
1,3,3,123.98,61.99,0.4279997142448922,56.0,45,10000.0,0.0,High School,Manual,S,N,0.0,0.0,0.0,123.98,1.0,0.0
1,5,4,2253.1425,563.285625,0.6259962772511921,282.0,49,120000.0,0.0,Partial High School,Professional,S,Y,1.0,0.0,-1.0,2253.1425,1.0,0.0
1,2,2,37.6342,18.8171,0.6342450097607755,212.0,44,40000.0,0.0,High School,Skilled Manual,M,N,0.0,0.0,0.0,37.6342,1.0,0.0
1,8,2,17.26,4.315,0.6259896211637248,648.0,66,40000.0,1.0,Partial College,Clerical,M,Y,0.0,0.0,0.0,17.26,1.0,0.0
1,9,2,92.26,23.065,0.6259946328543284,306.0,66,10000.0,2.0,Partial College,Manual,M,Y,0.0,0.0,0.0,92.26,1.0,0.0
1,1,1,3.99,3.99,0.6259899749373433,104.0,46,30000.0,0.0,High School,Skilled Manual,M,Y,0.0,2.0,2.0,3.99,1.0,0.0
1,4,2,53.057300000000005,26.528650000000003,0.4829961792214454,322.0,77,70000.0,5.0,Bachelors,Management,M,Y,0.0,0.0,0.0,53.057300000000005,1.0,0.0
1,4,2,7187.200000000001,1796.8000000000002,0.4402997179791152,122.0,60,60000.0,1.0,Partial College,Skilled Manual,M,Y,0.0,1.0,1.0,7187.200000000001,1.0,0.0
1,5,3,62.6242,20.87473333333333,0.6314961396270983,240.0,83,60000.0,3.0,Graduate Degree,Management,S,Y,0.0,0.0,0.0,62.6242,1.0,0.0
1,5,3,180.7919,36.15838,0.4543982196724416,222.0,56,40000.0,0.0,Bachelors,Professional,M,Y,0.0,0.0,0.0,180.7919,1.0,0.0
1,8,4,1785.6143,297.6023833333333,0.5630144068340425,474.0,52,40000.0,0.0,Graduate Degree,Clerical,S,N,0.0,0.0,0.0,1785.6143,1.0,0.0
1,5,4,2150.1111,537.527775,0.4415852838851096,216.0,57,90000.0,5.0,Partial College,Professional,S,Y,1.0,0.0,-1.0,2150.1111,1.0,0.0
1,2,1,8.6442,8.6442,0.3399967608338539,83.0,57,40000.0,1.0,Bachelors,Skilled Manual,M,Y,0.0,0.0,0.0,8.6442,1.0,0.0
1,9,3,57.2584,11.45168,0.5720945514643738,646.0,85,10000.0,2.0,Bachelors,Clerical,M,Y,0.0,0.0,0.0,57.2584,1.0,0.0
1,14,3,113.93,16.275714285714283,0.6259953573116886,626.0,75,40000.0,4.0,High School,Professional,M,Y,0.0,0.0,0.0,113.93,1.0,0.0
1,2,2,38.6342,19.3171,0.6342460142760717,379.0,64,70000.0,5.0,Graduate Degree,Professional,M,Y,0.0,0.0,0.0,38.6342,1.0,0.0
1,6,2,6828.95,1365.79,0.4160796968032653,106.0,67,150000.0,3.0,High School,Professional,M,Y,0.0,0.0,0.0,6828.95,1.0,0.0
1,4,2,13.6342,6.8171,0.4829943724008949,376.0,73,20000.0,2.0,Partial High School,Clerical,M,Y,0.0,0.0,0.0,13.6342,1.0,0.0
1,5,2,6837.6042,1367.52084,0.419380025848158,142.0,45,10000.0,1.0,High School,Manual,M,Y,0.0,1.0,1.0,6837.6042,1.0,0.0
2,9,2,94.96,23.74,0.6259969956585395,428.0,62,70000.0,5.0,High School,Professional,M,Y,0.0,1.0,1.0,47.48,1.0,0.0
1,12,3,2262.25,452.45,0.4887740565953519,401.0,52,50000.0,1.0,Bachelors,Skilled Manual,M,Y,0.0,0.0,0.0,2262.25,1.0,0.0
1,11,4,908.0742,113.509275,0.628353142164891,723.0,62,10000.0,1.0,High School,Manual,S,N,1.0,0.0,-1.0,908.0742,1.0,0.0
1,9,4,1641.9,273.65000000000003,0.494797955763905,533.0,62,30000.0,3.0,Bachelors,Clerical,M,Y,0.0,0.0,0.0,1641.9,1.0,0.0
1,1,1,1000.4375,1000.4375,0.3946156556506529,8.0,45,10000.0,0.0,High School,Manual,M,Y,0.0,0.0,0.0,1000.4375,1.0,0.0
1,4,2,1000.4375,1000.4375,0.5874996284201274,64.0,60,60000.0,1.0,Partial College,Skilled Manual,M,Y,1.0,0.0,-1.0,1000.4375,1.0,0.0
1,2,1,8.6442,8.6442,0.3399967608338539,83.0,76,130000.0,4.0,Partial College,Professional,M,Y,0.0,1.0,1.0,8.6442,1.0,0.0
1,1,1,4.99,4.99,0.6259919839679359,293.0,62,80000.0,5.0,Partial College,Professional,M,Y,0.0,0.0,0.0,4.99,1.0,0.0
1,5,4,617.47,154.3675,0.560396900311907,412.0,54,10000.0,3.0,High School,Manual,S,N,0.0,0.0,0.0,617.47,1.0,0.0
1,3,2,2081.4096,1040.7048,0.5431695431547591,153.0,61,60000.0,1.0,Partial College,Skilled Manual,S,Y,1.0,0.0,-1.0,2081.4096,1.0,0.0
1,4,2,13.6342,6.8171,0.4829943724008949,376.0,56,130000.0,0.0,Graduate Degree,Management,M,Y,0.0,0.0,0.0,13.6342,1.0,0.0
1,3,2,2392.7142000000003,1196.3571000000002,0.3591983829336316,91.0,60,160000.0,1.0,Bachelors,Management,M,N,1.0,0.0,-1.0,2392.7142000000003,1.0,0.0
1,8,2,21.98,21.98,0.6260009099181074,211.0,49,40000.0,1.0,Bachelors,Skilled Manual,M,Y,1.0,1.0,0.0,21.98,1.0,0.0
1,10,3,875.44,145.90666666666667,0.540235675725873,86.0,68,30000.0,1.0,High School,Clerical,M,Y,1.0,0.0,-1.0,875.44,1.0,0.0
1,4,2,56.97,28.485,0.6259998833671703,201.0,69,70000.0,4.0,Partial College,Professional,M,Y,0.0,0.0,0.0,56.97,1.0,0.0
1,1,1,1000.4375,1000.4375,0.3946156556506529,8.0,81,40000.0,2.0,Bachelors,Management,M,N,0.0,1.0,1.0,1000.4375,1.0,0.0
1,13,3,49.97,12.4925,0.625993987975952,677.0,84,170000.0,1.0,Graduate Degree,Management,M,Y,0.0,0.0,0.0,49.97,1.0,0.0
