,OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity
139,2020-06-17,2020-04-03,SO46495,311,20989,9.0,1.0,
140,2020-11-03,,SO48104,322,20859,10.0,,1.0
141,2020-04-25,,SO45975,324,14755,4.0,1.0,1.0
142,2020-12-12,,SO48532,362,13112,9.0,1.0,1.0
143,2020-07-24,2020-05-13,SO46870,368,13605,7.0,1.0,1.0
144,2020-11-20,2020-08-18,SO48210,354,13089,9.0,,1.0
145,2020-07-24,2020-06-30,,379,13577,7.0,1.0,1.0
146,2020-03-16,2019-12-18,SO45678,313,11281,4.0,1.0,1.0
147,2020-11-12,2020-09-02,SO48163,375,22854,9.0,1.0,1.0
148,2020-03-06,2019-12-02,SO45618,311,12618,7.0,1.0,1.0
149,2020-10-13,2020-08-15,SO47813,383,14098,1.0,1.0,1.0
150,2020-02-09,2019-10-12,SO45397,313,15051,10.0,1.0,1.0
151,2020-05-28,2020-04-24,SO46306,311,12164,4.0,1.0,1.0
152,2020-04-30,,SO46019,340,14752,4.0,1.0,1.0
153,2020-12-09,,SO48490,381,24913,9.0,,1.0
154,2020-03-29,2020-02-04,SO45766,312,11297,4.0,1.0,1.0
155,2020-08-19,2020-05-01,SO47229,358,26295,1.0,1.0,1.0
156,2020-07-10,,SO46756,383,13993,4.0,1.0,1.0
157,2020-01-10,,SO45127,313,29158,1.0,1.0,1.0
158,2020-12-12,,SO48518,381,19337,10.0,1.0,1.0
159,2020-12-22,2020-09-15,SO48631,375,17185,10.0,1.0,1.0
160,2020-11-03,2020-08-20,SO48105,356,26513,1.0,1.0,1.0
161,2020-06-02,2020-04-02,SO46401,310,20993,9.0,1.0,1.0
162,2020-04-25,2020-03-22,SO45971,345,11335,8.0,,1.0
163,2020-10-18,2020-08-06,,354,26342,4.0,1.0,1.0
164,2020-01-16,2019-12-23,SO45171,345,11754,9.0,1.0,1.0
165,2020-09-29,2020-09-13,SO47646,352,20373,6.0,1.0,1.0
166,2020-01-07,2019-12-05,SO45110,311,18710,9.0,1.0,1.0
167,2020-03-22,2020-01-19,SO45720,313,19653,9.0,1.0,1.0
168,2020-11-19,2020-07-27,SO48200,358,26537,1.0,1.0,1.0
169,2020-08-04,2020-05-11,SO47092,369,28802,6.0,1.0,1.0
170,2020-07-20,2020-04-28,SO46839,375,24817,6.0,1.0,1.0
171,2020-01-31,2019-11-30,SO45262,313,29265,4.0,1.0,1.0
172,2020-12-23,,SO48651,377,22926,9.0,1.0,1.0
173,2020-12-13,2020-09-04,SO48543,387,24918,9.0,1.0,
174,2020-11-18,,SO48195,371,22399,9.0,,1.0
175,2020-08-29,2020-05-14,SO47326,379,13288,4.0,1.0,1.0
176,2020-01-01,,SO45079,312,29255,4.0,1.0,1.0
177,2020-06-07,,SO46436,347,12337,9.0,1.0,1.0
178,2020-08-25,,,352,11615,10.0,1.0,1.0
179,2020-05-07,2020-02-18,SO46157,345,26056,,1.0,1.0
180,2020-04-22,2020-01-04,SO45954,314,11810,1.0,,1.0
181,2020-12-22,2020-11-12,SO48637,336,15474,4.0,1.0,1.0
182,2020-11-20,2020-08-18,SO48210,354,13089,9.0,,1.0
183,2020-05-03,2020-01-12,SO46127,334,14895,4.0,1.0,1.0
184,2020-06-22,2020-05-26,SO46540,314,20822,9.0,1.0,1.0
185,2020-07-31,2020-04-03,SO46923,369,13176,4.0,,1.0
186,2020-03-17,2020-01-06,SO45688,320,14741,4.0,1.0,
187,2020-09-29,2020-08-16,SO47642,383,17109,7.0,1.0,1.0
188,2020-03-29,,SO45769,314,11327,4.0,1.0,1.0
189,2020-01-02,2019-12-18,SO45086,314,18747,9.0,1.0,1.0
190,2020-12-08,2020-10-30,SO48485,334,26587,9.0,1.0,1.0
191,2020-02-04,2019-11-06,SO45368,328,14732,1.0,,1.0
192,2020-11-01,2020-10-14,SO48096,328,15398,4.0,1.0,1.0
193,2020-07-17,2020-05-30,SO46811,369,12941,1.0,,1.0
194,2020-10-28,2020-09-23,SO47932,373,16561,10.0,1.0,1.0
195,2020-03-27,2020-01-31,SO45755,314,11536,4.0,1.0,1.0
196,2020-06-23,2020-05-07,SO46543,345,11549,10.0,1.0,1.0
197,2020-12-16,2020-08-31,SO48573,328,15419,,1.0,1.0
198,2020-08-09,2020-05-29,SO47138,379,16308,10.0,1.0,1.0
199,2020-05-19,,SO46250,313,14940,8.0,1.0,1.0
200,2020-10-24,2020-07-11,SO47910,352,13049,9.0,1.0,1.0
201,2020-06-20,2020-03-05,SO46522,312,12882,4.0,1.0,1.0
202,2020-07-06,2020-04-12,SO46726,373,20999,9.0,1.0,1.0
203,2020-10-24,2020-08-29,SO47911,358,13077,,1.0,1.0
204,2020-04-04,2020-02-07,SO45836,311,14823,8.0,,1.0
205,2020-09-30,2020-06-25,SO47657,326,26138,9.0,1.0,1.0
206,2020-10-02,2020-08-12,SO47741,336,15343,4.0,1.0,1.0
207,2020-02-03,2019-11-07,SO45360,313,28036,6.0,1.0,1.0
208,2020-03-12,,SO45650,312,28652,6.0,1.0,1.0
209,2020-01-29,2019-11-24,SO45245,310,18928,9.0,1.0,1.0
210,2020-12-08,2020-09-06,SO48479,373,22939,9.0,1.0,1.0
211,2020-07-11,,SO46762,368,13063,1.0,1.0,1.0
212,2020-02-22,2019-11-27,SO45467,345,11422,10.0,1.0,1.0
213,2020-10-19,2020-08-30,SO47862,379,22199,9.0,1.0,1.0
214,2020-09-18,2020-06-28,SO47574,332,20171,,,1.0
215,2020-12-27,2020-10-07,SO48685,369,13728,4.0,1.0,1.0
216,2020-12-29,,SO48712,338,27252,6.0,1.0,1.0
217,2020-08-25,,,352,11615,10.0,1.0,1.0
218,2020-06-11,2020-05-27,SO46459,313,12190,4.0,1.0,1.0
219,2020-08-08,,SO47135,342,27027,6.0,1.0,1.0
220,2020-07-08,2020-03-26,SO46740,379,12980,1.0,,1.0
221,2020-11-28,2020-11-08,SO48268,370,22406,9.0,1.0,1.0
222,2020-08-18,2020-07-13,SO47215,368,28836,6.0,1.0,1.0
223,2020-09-02,,SO47466,381,24887,9.0,,1.0
224,2020-03-26,2019-12-04,SO45747,314,11539,4.0,1.0,1.0
225,2020-07-02,2020-04-15,SO46684,381,18125,,,1.0
226,2020-02-20,2020-01-09,SO45462,310,28647,6.0,1.0,1.0
227,2020-03-13,2020-02-11,SO45655,312,11323,4.0,,1.0
228,2020-03-25,,,351,11894,9.0,,1.0
229,2020-04-01,2019-12-20,SO45816,313,11830,4.0,,1.0
230,2020-10-15,2020-08-28,SO47833,373,22031,9.0,1.0,1.0
231,2020-05-03,,SO46128,314,14945,8.0,1.0,1.0
232,2020-02-14,2019-12-28,SO45435,336,20562,10.0,1.0,1.0
233,2020-06-30,,SO46600,334,19027,7.0,1.0,1.0
234,2020-03-09,2020-01-19,SO45637,314,11525,1.0,1.0,1.0
235,2020-08-28,2020-05-17,SO47320,377,13315,4.0,1.0,1.0
236,2020-04-24,2020-04-08,SO45968,311,11834,4.0,1.0,1.0
237,2020-11-27,2020-07-31,SO48251,389,17641,7.0,1.0,1.0
238,2020-08-03,2020-06-16,SO47089,340,15284,4.0,1.0,1.0
239,2020-08-02,2020-05-28,SO47077,369,16329,10.0,1.0,1.0
240,2020-08-02,,SO47082,322,15254,5.0,1.0,1.0
241,2020-07-04,2020-03-13,SO46707,336,15199,4.0,1.0,1.0
242,2020-08-04,2020-05-01,SO47097,370,21257,9.0,1.0,1.0
243,2020-07-07,2020-06-22,SO46731,371,15101,8.0,1.0,1.0
244,2020-02-06,2019-10-29,SO45385,334,14735,1.0,1.0,1.0
245,2020-11-11,2020-10-16,SO48152,352,26536,4.0,,1.0
246,2020-10-21,,SO47880,360,28689,7.0,1.0,1.0
247,2020-06-23,,SO46547,313,12917,1.0,1.0,1.0
248,2020-08-08,,SO47135,342,27027,6.0,1.0,1.0
249,2020-06-30,2020-05-23,SO46601,345,26098,4.0,1.0,1.0
250,2020-10-26,2020-07-19,SO47919,381,17216,7.0,1.0,1.0
251,2020-08-07,2020-06-27,SO47123,371,25408,6.0,1.0,1.0
252,2020-12-17,2020-09-21,SO48582,342,15428,4.0,1.0,1.0
253,2020-05-23,2020-02-21,SO46274,350,26070,4.0,,1.0
254,2020-05-23,,SO46271,313,12172,4.0,1.0,1.0
255,2020-12-09,2020-11-04,SO48489,369,22954,9.0,1.0,1.0
256,2020-01-30,2020-01-15,SO45257,314,18718,9.0,1.0,1.0
257,2020-02-14,,SO45432,312,14167,8.0,,1.0
258,2020-04-07,2020-01-03,SO45857,351,11919,9.0,1.0,1.0
259,2020-02-15,2019-10-29,SO45445,310,19105,9.0,1.0,1.0
260,2020-10-13,2020-06-30,SO47817,371,22200,9.0,1.0,1.0
261,2020-12-13,2020-11-21,SO48542,360,26676,4.0,1.0,1.0
262,2020-02-01,,SO45348,311,19562,9.0,1.0,1.0
263,2020-10-25,2020-07-19,SO47918,362,13006,9.0,1.0,1.0
264,2020-07-21,,SO46851,360,20209,6.0,1.0,1.0
265,2020-02-11,2019-12-26,SO45410,310,14149,8.0,1.0,1.0
266,2020-02-11,,SO45421,313,19576,9.0,,1.0
267,2020-04-22,2019-12-26,SO45956,312,19979,9.0,1.0,1.0
268,2020-08-09,,SO47145,338,26131,9.0,1.0,1.0
269,2020-03-21,,SO45713,314,15088,10.0,,1.0
270,2020-12-23,,SO48653,360,20680,6.0,,1.0
271,2020-08-15,2020-04-25,SO47197,377,21218,9.0,1.0,1.0
272,2020-04-04,2020-01-13,SO45835,313,11688,1.0,1.0,1.0
273,2020-09-09,2020-07-29,SO47509,368,21957,9.0,1.0,1.0
274,2020-12-04,,SO48438,362,13117,9.0,1.0,1.0
275,2020-08-15,,SO47187,385,18134,8.0,1.0,1.0
276,2020-12-17,2020-10-06,,358,12231,8.0,1.0,1.0
277,2020-04-17,2019-12-19,SO45923,313,11811,4.0,1.0,1.0
278,2020-04-05,2020-01-18,SO45841,311,12804,7.0,1.0,1.0
279,2020-03-15,2020-02-17,SO45670,310,11541,1.0,1.0,1.0
280,2020-06-18,2020-03-06,SO46506,349,12242,9.0,1.0,1.0
281,2020-06-07,,SO46436,347,12337,9.0,1.0,1.0
282,2020-05-22,,SO46265,312,11934,1.0,1.0,1.0
283,2020-05-16,2020-03-11,SO46220,313,24344,6.0,,1.0
284,2020-07-13,,SO46782,371,12975,4.0,1.0,1.0
285,2020-07-10,,SO46752,342,19931,8.0,,
286,2020-08-25,2020-06-18,SO47287,375,13280,1.0,1.0,1.0
287,2020-03-15,2019-12-06,SO45676,349,11765,9.0,1.0,1.0
288,2020-10-16,2020-09-08,SO47843,332,15339,4.0,,1.0
289,2020-04-16,2020-02-17,SO45915,347,11930,9.0,,1.0
290,2020-12-29,2020-11-26,SO48711,326,15410,4.0,1.0,
291,2020-01-26,,SO45229,349,11387,10.0,1.0,1.0
292,2020-12-11,2020-09-04,SO48514,338,15427,4.0,,1.0
293,2020-02-24,2019-11-17,SO45482,310,12522,7.0,1.0,1.0
294,2020-11-27,2020-09-13,SO48253,369,14926,7.0,1.0,1.0
295,2020-04-30,,SO46019,340,14752,4.0,1.0,1.0
296,2020-03-06,2020-01-31,,312,23385,6.0,1.0,1.0
297,2020-12-09,2020-09-25,SO48486,342,20866,10.0,1.0,1.0
298,2020-01-31,2019-10-05,SO45260,310,29150,1.0,1.0,1.0
299,2020-06-07,2020-02-09,SO46431,310,12901,1.0,,1.0
300,2020-12-14,2020-10-18,SO48558,360,26684,4.0,1.0,1.0
301,2020-09-27,,SO47639,328,15321,4.0,,1.0
302,2020-04-30,2020-02-16,SO46012,330,19453,8.0,1.0,1.0
303,2020-07-30,,SO46919,362,11481,8.0,,1.0
304,2020-03-05,2020-01-21,SO45612,312,14795,8.0,1.0,1.0
305,2020-07-03,,SO46698,377,21206,9.0,1.0,1.0
306,2020-07-04,2020-05-28,SO46705,370,13085,1.0,1.0,1.0
307,2020-12-05,,SO48444,362,26618,4.0,1.0,1.0
308,2020-06-24,2020-05-07,,311,14978,8.0,,1.0
309,2020-09-02,2020-07-13,SO47462,375,15926,8.0,1.0,1.0
310,2020-10-13,2020-08-17,SO47816,369,22174,9.0,1.0,1.0
311,2020-07-27,2020-04-29,SO46893,369,28659,6.0,1.0,1.0
312,2020-08-24,2020-07-16,SO47271,381,18140,8.0,,1.0
313,2020-10-25,,SO47917,358,13001,9.0,1.0,1.0
314,2020-04-30,2020-01-16,SO46014,313,23396,6.0,1.0,1.0
315,2020-03-04,2019-12-16,SO45605,311,11626,4.0,1.0,1.0
316,2020-01-29,2019-12-30,SO45247,334,25716,9.0,1.0,1.0
317,2020-08-23,2020-06-04,SO47264,368,16410,10.0,1.0,1.0
318,2020-08-30,2020-08-14,SO47331,332,20807,10.0,1.0,1.0
319,2020-02-08,2019-10-15,SO45396,312,19594,9.0,,1.0
320,2020-02-14,2019-10-21,SO45438,310,29334,1.0,,1.0
321,2020-12-28,2020-11-26,SO48699,362,13115,9.0,1.0,1.0
322,2020-02-04,2019-11-06,SO45368,328,14732,1.0,,1.0
323,2020-12-18,,SO48592,354,12266,8.0,1.0,1.0
324,2020-12-20,2020-11-29,SO48626,334,26570,9.0,,1.0
325,2020-09-13,2020-06-13,SO47542,373,21571,9.0,1.0,1.0
326,2020-11-02,2020-08-09,SO48102,379,22576,9.0,1.0,1.0
327,2020-07-14,,SO46797,371,21197,9.0,1.0,1.0
328,2020-07-10,,SO46756,383,13993,4.0,1.0,1.0
329,2020-09-28,2020-06-12,SO47641,320,27062,6.0,,1.0
330,2020-12-02,,SO48411,371,17182,10.0,1.0,1.0
331,2020-05-15,,SO46211,328,18163,7.0,1.0,1.0
332,2020-08-29,2020-05-05,SO47323,362,28529,7.0,,1.0
333,2020-12-30,2020-09-09,SO48721,368,22930,9.0,,1.0
334,2020-06-23,2020-02-25,SO46545,310,24646,6.0,1.0,1.0
335,2020-10-19,2020-07-09,SO47864,373,21966,9.0,1.0,1.0
336,2020-10-19,2020-07-09,SO47864,373,21966,9.0,1.0,1.0
337,2020-01-09,2019-12-12,SO45123,311,22971,6.0,1.0,1.0
338,2020-10-28,2020-08-13,SO47935,375,22194,9.0,1.0,1.0
339,2020-05-02,2020-04-05,SO46124,311,20447,9.0,1.0,1.0
340,2020-05-12,2020-04-27,SO46188,310,20430,9.0,,1.0
341,2020-04-10,,SO45868,310,14819,8.0,1.0,1.0
342,2020-10-01,2020-06-03,SO47735,342,27084,6.0,1.0,1.0
343,2020-08-07,2020-05-25,SO47128,368,21556,9.0,,1.0
344,2020-09-14,,SO47552,368,21950,9.0,,1.0
345,2020-02-16,2020-01-31,SO45448,324,25718,9.0,1.0,1.0
346,2020-08-13,,SO47165,370,15649,8.0,,
347,2020-12-02,2020-10-29,SO48414,369,13718,1.0,1.0,1.0
348,2020-06-04,2020-02-16,SO46409,313,15073,8.0,1.0,1.0
349,2020-10-15,2020-09-19,SO47832,369,13478,1.0,1.0,1.0
350,2020-07-30,,SO46919,362,11481,8.0,,1.0
351,2020-08-07,,SO47125,375,13325,4.0,1.0,1.0
352,2020-09-06,,SO47490,371,21895,9.0,1.0,1.0
353,2020-12-12,,SO48519,381,18176,8.0,1.0,1.0
354,2020-12-17,2020-08-27,SO48587,322,26568,9.0,1.0,1.0
355,2020-05-17,2020-02-06,SO46233,314,23867,6.0,1.0,1.0
356,2020-09-10,2020-06-01,SO47516,362,26309,4.0,1.0,1.0
357,2020-07-18,2020-05-11,SO46826,360,12575,9.0,1.0,1.0
358,2020-07-16,2020-05-09,SO46803,379,13595,7.0,1.0,1.0
359,2020-05-09,2020-01-24,SO46173,311,20283,9.0,1.0,1.0
360,2020-12-24,2020-10-06,SO48659,362,28749,7.0,1.0,1.0
361,2020-06-02,2020-02-28,SO46403,314,14990,8.0,1.0,1.0
362,2020-07-22,2020-06-24,SO46856,370,12935,4.0,1.0,1.0
363,2020-08-21,2020-04-26,SO47249,377,13346,1.0,1.0,1.0
364,2020-02-08,2019-12-03,SO45395,313,29352,4.0,1.0,1.0
365,2020-07-26,2020-05-24,SO46887,362,12340,9.0,1.0,1.0
366,2020-09-26,2020-06-12,SO47627,370,16444,,,1.0
367,2020-08-22,2020-05-08,SO47263,358,12589,9.0,1.0,1.0
368,2020-11-27,2020-10-13,SO48261,328,27101,6.0,1.0,1.0
369,2020-03-06,2020-01-26,SO45620,314,19951,9.0,1.0,1.0
370,2020-03-15,2019-12-07,SO45673,312,19790,9.0,1.0,1.0
371,2020-04-28,2020-01-10,SO45997,324,14756,4.0,1.0,1.0
372,2020-12-13,,SO48541,368,22943,9.0,1.0,1.0
373,2020-12-22,,SO48630,358,26623,1.0,1.0,1.0
374,2020-04-04,2020-02-07,SO45836,311,14823,8.0,,1.0
375,2020-09-30,2020-06-25,SO47657,326,26138,9.0,1.0,1.0
376,2020-07-23,2020-05-08,SO46868,369,13189,4.0,1.0,1.0
377,2020-10-26,,SO47925,385,24900,,1.0,1.0
378,2020-03-21,2019-12-22,SO45715,310,19770,9.0,1.0,1.0
379,2020-12-12,2020-08-19,SO48521,371,16422,8.0,1.0,1.0
380,2020-04-25,2020-01-13,SO45974,347,26018,1.0,1.0,1.0
381,2020-12-18,2020-10-01,SO48598,352,13106,9.0,1.0,1.0
382,2020-07-04,2020-05-12,SO46702,369,15116,8.0,1.0,1.0
383,2020-07-10,2020-04-26,SO46750,377,16054,10.0,1.0,1.0
384,2020-04-12,,SO45885,313,12655,7.0,1.0,1.0
385,2020-08-17,2020-05-29,SO47204,377,25371,6.0,1.0,1.0
386,2020-11-28,2020-08-30,SO48269,324,20863,10.0,1.0,1.0
387,2020-05-04,2020-02-05,SO46139,347,11977,9.0,1.0,1.0
388,2020-11-01,2020-10-04,SO48094,370,13657,1.0,1.0,1.0
